TITLE,PLOT,POSTER,RATING,PEOPLE_RATED,JAPANESE_NAME,EPISODES,STATUS,AIRED,DURATION,POPULARITY,RANKED,CERTIFICATE,MEMBERS,FAVOURITES,PRODUCERS,LICENSORS,GENRE,STUDIOS
Grisaia no Meikyuu: Caprice no Mayu 0,"Having attended Mihama Academy for about a year, Yuuji Kazami has seemingly found his place within the school, but he suddenly decides to pursue a promotion in CIRS. After consulting JB about his intentions, they both thoroughly examine Yuuji's documents and dissect the events of his upbringing to determine if the job is fit for him. Meanwhile, unbeknownst to the two, the girls of Mihama uncover some torn documents in Yuuji's room. After restoring the papers, they discover the story that has formed—or perhaps broken—Yuuji into the man he is today. However, what was thought to be history has haunted him to the present, and the chains of the past begin to drag him back into the darkness... [Written by MAL Rewrite] ",https://cdn.myanimelist.net/images/anime/1278/112633.jpg,7.83,"135,127 users",グリザイアの迷宮 カプリスの繭0,1,Finished Airing,"Apr 12, 2015",47 min.,#1019,,R+ - Mild Nudity,"227,098",690,"Frontier Works,NBCUniversal Entertainment Japan,Front Wing",Sentai Filmworks,,8bit
Gungrave,"Brandon Heat and Harry MacDowel, two friends so close they could be called brothers, receive an abrupt and violent reminder one fateful day of how appallingly merciless the world around them can be. Their whole lives before then were simple and easygoing, consisting largely of local brawls, seducing women, and committing petty theft to make a living and pass the time. What they failed to realize is that in this cruel world, happiness is fleeting, and change is inevitable. Enter Millennion, the largest and most infamous mafia syndicate in the area, which accepts Brandon and Harry into their ranks and starts them at the bottom of the food chain. Harry has ambitions to ascend the ranks and one day replace Big Daddy as the supreme leader of Millennion, while Brandon only wishes to support his friend and appease Big Daddy who has taken custody of the woman Brandon loves. Based off the third-person shooter video game under the same name, Gungrave is an epic story of friendship, betrayal, and avarice that spans the course of several years, ultimately tying back to the gripping and foreboding first episode, all the while building up to the story's thrilling conclusion. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/11/75724.jpg,7.83,"68,572 users",ガングレイヴ,26,Finished Airing,"Oct 7, 2003 to Mar 30, 2004",25 min. per ep.,#1220,,R - 17+ (violence & profanity),"186,953","2,405",Tohokushinsha Film Corporation,"Funimation,Geneon Entertainment USA","Action,Drama,Sci-Fi",Madhouse
Gekkan Shoujo Nozaki-kun,"Chiyo Sakura is a cheerful high school girl who has fallen head over heels for the oblivious Umetarou Nozaki. Much to Chiyo's confusion, when she confesses to her beloved Nozaki, he hands her an unfamiliar autograph. As it turns out, the stoic teenage boy is actually a respected shoujo mangaka, publishing under the pen name Sakiko Yumeno! A series of misunderstandings leads to Chiyo becoming one of Nozaki's manga assistants. Throughout the hilarious events that ensue, she befriends many of her quirky schoolmates, including her seemingly shameless fellow assistant, Mikoto Mikoshiba, and the ""Prince of the School,"" Yuu Kashima. Gekkan Shoujo Nozaki-kun follows Chiyo as she strives to help Nozaki with his manga and hopes that he will eventually notice her feelings. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/5/66083.jpg,7.83,"497,509 users",月刊少女野崎くん,12,Finished Airing,"Jul 7, 2014 to Sep 22, 2014",24 min. per ep.,#170,,PG-13 - Teens 13 or older,"909,583","10,892","TV Tokyo,Frontier Works,Media Factory,AT-X,Sony Music Communications",Sentai Filmworks,"Comedy,Romance",Doga Kobo
Maria-sama ga Miteru 3rd,"Summer has arrived, and the students of Lillian Girls' Academy are on break! Yumi and Sachiko head out to the Ogasawara family's summer home, but what was supposed to be a relaxing vacation takes a turn for the worse when some of Sachiko's old acquaintances drop by for tea. These rich and snobby debutantes don't think Yumi is worthy of Sachiko's affection and they're out to make this summer one she'll regret. (Source: RightStuf)",https://cdn.myanimelist.net/images/anime/6/75209.jpg,7.80,"10,255 users",マリア様がみてる〜３rd〜,5,Finished Airing,"Dec 29, 2006 to Jul 25, 2007",51 min. per ep.,#4465,,PG-13 - Teens 13 or older,"22,414",94,add some,Nozomi Entertainment,"Drama,Girls Love",Studio Deen
Magi: Sinbad no Bouken,"Not so long ago, mysterious structures called Dungeons began appearing all over the world. No one knows what they are or how they came to be, but adventurers and armies around the world instantly took interest in them. Thousands set out to explore the Dungeons, but so far, not a single person has returned. In a Parthevian port, a young boy is about to make a name for himself. Sinbad is good-natured, strong, and craving adventure. A kind deed leads to his meeting with Yunan, an enigmatic traveler who is far more powerful than his frivolous personality lets on. Yunan instructs Sinbad to attain the ""power of the king"" and change the world—by conquering a Dungeon. The eager boy readily accepts, setting out on the grand adventure he so craved. Taking place 15 years before the events of the original series, Magi: Sinbad no Bouken chronicles Sinbad's youth as a Dungeon conqueror. Along the way, the budding adventurer and merchant will have to face many obstacles, but anything is possible with the power of a king. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/13/60471.jpg,7.80,"61,891 users",マギ シンドバッドの冒険,5,Finished Airing,"May 14, 2014 to Jul 15, 2015",24 min. per ep.,#1616,,PG-13 - Teens 13 or older,"132,714",247,"Aniplex,Shogakukan",add some,"Action,Adventure,Fantasy",Lay-duce
Aria the Crepuscolo,"Aspiring Orange Company Undine Anya Dostoyevskaya feels dejected upon learning that her gondolier mentor, Alice Carroll, is not spending much time with her own mentor, Athena Glory. Athena—the Undine-turned-opera singer—has been attempting to arrange a meeting with Alice, but the latter seems to be avoiding her for unknown reasons. To try and resolve this predicament, Anya calls upon her fellow Undines Ai Aino and Azusa B. McLaren. As the trio works to bring Alice and Athena together, Anya gains a deeper insight into her seniors' feelings, which might just be the key to untangling the uncertainties between them. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1934/111002.jpg,7.77,"3,585 users",ARIA The CREPUSCOLO,1,Finished Airing,"Mar 5, 2021",1 hr.,#5772,,PG-13 - Teens 13 or older,"11,804",41,Shochiku,add some,"Fantasy,Sci-Fi,Slice of Life",J.C.Staff
Digimon Adventure,"When a group of seven children go to summer camp, the last thing that they expect is snow falling in July. In the confusion that follows this phenomenon, they each receive an odd device that transports them to another world. As soon as they wake up in this new world, they encounter strange creatures who call themselves ""Digimon."" The Digimon tell them that they've landed in the ""Digital World,"" far from home. With only the Digimon and the ""Digivices"" as protection, the seven children set off to find their way home and learn the reason why they were brought here. Led by the impulsive Taichi Yagami and his hungry Digimon partner Agumon, this group will have to fight unknown evils as they discover more about this outlandish Digital World. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1471/99249.jpg,7.77,"252,976 users",デジモンアドベンチャー,54,Finished Airing,"Mar 7, 1999 to Mar 26, 2000",24 min. per ep.,#556,,PG - Children,"394,446","5,285","Yomiko Advertising,Fuji TV","Discotek Media,Saban Entertainment,Flatiron Film Company","Action,Adventure,Comedy,Fantasy",Toei Animation
Lucky☆Star: Original na Visual to Animation,"The OVA features six separate stories revolving around the cast, some of which border on the bizarre; one of which is an MMORPG environment being played by Konata, Kagami, Tsukasa, and Nanako Kuroi, and another in which Kagami has a ""suggestive"" dream about Konata. (Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/1475/99189.jpg,7.80,"76,651 users",らき☆すた OVA（オリジナルなビジュアルとアニメーション）,1,Finished Airing,"Sep 26, 2008",42 min.,#1629,,PG-13 - Teens 13 or older,"131,101",209,"Kadokawa Shoten,Movic,KlockWorx","Funimation,Bandai Entertainment",,Kyoto Animation
Date A Live IV,"Despite the numerous challenges he has overcome so far, Shidou Itsuka's mission with Ratatoskr is far from over. In a departure from his daily routine, Shidou encounters a starving woman lying on the street and ends up helping her. After the two arrive at her apartment, the woman introduces herself as Nia Honjou—a popular manga artist working under a pen name. However, cutting straight to the chase, Nia reveals that she is also a Spirit and is aware of Shidou's secret operation. Interested in seeing his charisma firsthand, Nia challenges Shidou to win her over on a date. As he strives for an opportunity to seal her powers, Shidou learns more about Nia and her history with Deus Ex Machina Industries, a name he is all too familiar with... [Written by MAL Rewrite] ",https://cdn.myanimelist.net/images/anime/1368/121281.jpg,7.77,"76,045 users",デート・ア・ライブⅣ,12,Finished Airing,"Apr 8, 2022 to Jun 24, 2022",23 min. per ep.,#977,,R - 17+ (violence & profanity),"236,362","3,351","AT-X,Nippon Columbia,Docomo Anime Store,Kadokawa Media House,Kadokawa",Crunchyroll,"Action,Romance,Sci-Fi",Geek Toys
Shaman King,"A battle is about to begin in Tokyo: the Shaman Fight, a tournament held every five hundred years where shaman—those who can command spirits—confront each other in combat. The victor of this contest becomes the Shaman King and the only one who is able to contact and control the Great Spirit, allowing them to reshape the world as they please through its immense power. During a late night walk, Manta Oyamada runs into his classmate, the carefree You Asakura, who invites him to come stargazing with some friends, who, to Manta's horror, turn out to be ghosts from a local cemetery! However, the knowledge that Manta possesses—a rare sixth sense that allows Manta to see these spirits—endears the boy to You. So when You finds out that his new comrade has been beaten up by a local gang, he decides to avenge him with the help of Amidamaru, a samurai ghost whose tomb was broken by the gang leader. Soon Manta uncovers more about the world of spirits, including the Shaman Fight, in which his new friend You aims to claim victory. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1722/99235.jpg,7.75,"193,103 users",シャーマンキング,64,Finished Airing,"Jul 4, 2001 to Sep 25, 2002",23 min. per ep.,#624,,PG-13 - Teens 13 or older,"360,152","3,729","TV Tokyo,Nihon Ad Systems,TV Tokyo Music",Discotek Media,"Action,Adventure,Supernatural",Xebec
